CLIENTNUM;Attrition_Flag;Customer_Age;Gender;Dependent_count;Education_Level;Marital_Status;Income_Category;Card_Category;Months_on_book;Total_Relationship_Count;Months_Inactive_12_mon;Credit_Limit;Total_Revolving_Bal;Avg_Open_To_Buy;Total_Trans_Amt;Total_Trans_Ct;
821797008;Attrited Customer;49;M;5;College;Married;$40K - $60K;Blue;45;2;2;1438.3;0;1438.3;815;21;
708874533;Attrited Customer;45;F;2;College;Married;Less than $40K;Blue;36;1;3;3387;0;3387;510;24;
715341858;Existing Customer;54;M;2;Graduate;Married;$80K - $120K;Blue;46;6;2;1982;1289;693;1377;49;
793636308;Existing Customer;49;M;3;Uneducated;Single;$80K - $120K;Blue;43;2;2;4645;1650;2995;1193;33;
713779908;Existing Customer;46;F;3;Doctorate;Single;Unknown;Blue;36;6;3;2189;1666;523;1287;36;
712125258;Attrited Customer;46;M;4;High School;Married;$120K +;Blue;30;3;3;2442;0;2442;701;19;
709703433;Existing Customer;47;M;3;Graduate;Married;$60K - $80K;Blue;38;4;1;21304;1532;19772;1770;25;
721022433;Existing Customer;44;M;2;Doctorate;Single;$60K - $80K;Blue;36;5;1;7577;2480;5097;1409;35;
710103558;Existing Customer;50;M;3;Post-Graduate;Single;$120K +;Blue;31;4;1;3234;1486;1748;1354;28;
715952883;Existing Customer;73;M;0;High School;Married;$40K - $60K;Blue;36;5;3;4469;1125;3344;1765;34;
719731458;Existing Customer;56;M;3;Unknown;Unknown;$40K - $60K;Blue;46;6;3;2910;709;2201;1192;27;
772390908;Attrited Customer;59;M;0;High School;Single;$40K - $60K;Blue;48;2;4;3616;1054;2562;687;17;
787348608;Existing Customer;70;M;0;High School;Married;Less than $40K;Blue;56;3;2;3252;1495;1757;1227;15;
709485033;Existing Customer;55;F;2;High School;Married;Less than $40K;Blue;36;4;3;2358;1152;1206;1737;26;
715432608;Existing Customer;43;M;4;Unknown;Single;$60K - $80K;Blue;36;4;1;22322;953;21369;1348;34;
799471833;Existing Customer;45;M;1;Uneducated;Single;$120K +;Blue;39;4;2;3133;1510;1623;1435;38;
714187533;Existing Customer;45;F;2;Uneducated;Single;$40K - $60K;Blue;35;2;3;3540;849;2691;1321;28;
779656908;Existing Customer;40;M;1;Graduate;Married;$40K - $60K;Blue;23;6;3;6990;1378;5612;1479;29;
788950158;Existing Customer;36;M;2;College;Unknown;$80K - $120K;Blue;22;2;2;34516;1652;32864;1283;39;
778867533;Attrited Customer;59;F;0;Post-Graduate;Married;$40K - $60K;Blue;40;1;4;1438.3;0;1438.3;689;23;
710620383;Existing Customer;43;M;4;Unknown;Married;$60K - $80K;Blue;35;6;3;24396;1171;23225;965;17;
778661358;Existing Customer;46;F;1;Unknown;Married;Less than $40K;Blue;36;2;3;2474;2143;331;1541;40;
789483333;Existing Customer;41;M;2;Uneducated;Married;$40K - $60K;Blue;32;5;1;5214;795;4419;1258;23;
809855808;Existing Customer;51;F;2;Graduate;Married;Less than $40K;Blue;46;5;2;5207;1650;3557;1339;20;
718464258;Existing Customer;51;F;3;Unknown;Unknown;Less than $40K;Blue;25;2;2;9512;1082;8430;1007;22;
708528483;Existing Customer;43;F;4;Graduate;Divorced;Unknown;Blue;23;6;3;3187;2430;757;1387;33;
771809733;Attrited Customer;64;F;0;High School;Married;$40K - $60K;Blue;53;1;3;3353;0;3353;960;18;
719942883;Existing Customer;54;M;5;Graduate;Married;$60K - $80K;Blue;38;3;3;2290;1434;856;1119;18;
807226683;Existing Customer;48;M;3;Unknown;Single;$40K - $60K;Blue;43;6;1;5279;1115;4164;1642;41;
717806133;Existing Customer;40;M;2;Uneducated;Divorced;$60K - $80K;Blue;29;5;3;23603;0;23603;1382;31;
720615708;Existing Customer;57;M;0;Uneducated;Married;$40K - $60K;Blue;45;6;2;2601;0;2601;1232;32;
714511758;Existing Customer;45;M;4;Graduate;Single;$80K - $120K;Blue;40;4;3;6363;1029;5334;1542;16;
715050408;Existing Customer;41;M;3;High School;Single;$80K - $120K;Blue;36;4;3;8029;1576;6453;1094;32;
721132233;Existing Customer;42;F;4;Uneducated;Married;Less than $40K;Blue;31;2;2;2410;1769;641;1217;30;
719211558;Attrited Customer;45;M;2;Graduate;Single;$60K - $80K;Blue;36;1;1;3401;0;3401;744;18;
712069008;Existing Customer;42;F;4;Uneducated;Married;Less than $40K;Blue;23;4;2;2260;1007;1253;1614;33;
715996983;Existing Customer;47;M;4;Uneducated;Divorced;$80K - $120K;Blue;30;5;2;17682;2481;15201;1747;31;
773466258;Existing Customer;48;F;4;High School;Married;$40K - $60K;Blue;42;3;1;4206;1100;3106;1144;22;
798983508;Existing Customer;43;M;1;Graduate;Single;$80K - $120K;Silver;37;4;3;34516;1440;33076;1575;34;
719117433;Existing Customer;41;M;4;High School;Unknown;$80K - $120K;Blue;36;4;3;23018;2168;20850;1463;24;
716451183;Existing Customer;54;F;1;Uneducated;Married;$40K - $60K;Blue;44;5;2;5556;1711;3845;1706;21;
718621608;Attrited Customer;54;F;2;High School;Married;Unknown;Blue;44;3;3;6094;0;6094;909;14;
715085733;Existing Customer;61;M;0;Graduate;Married;$40K - $60K;Blue;52;3;1;2939;1999;940;2434;33;
788977833;Existing Customer;61;M;0;Uneducated;Married;$80K - $120K;Blue;48;2;1;5362;1274;4088;1876;41;
720272958;Attrited Customer;48;M;2;High School;Married;$120K +;Blue;36;3;3;27126;0;27126;1000;25;
708421833;Existing Customer;45;F;4;Graduate;Single;Less than $40K;Blue;36;6;3;3342;2517;825;1139;30;
709173108;Attrited Customer;54;F;4;Graduate;Married;Unknown;Blue;40;6;2;2532;2221;311;799;21;
709879458;Existing Customer;54;F;3;Doctorate;Married;Unknown;Blue;46;2;2;1900;1376;524;1881;45;
715120608;Existing Customer;44;M;3;Graduate;Single;$60K - $80K;Blue;37;2;3;14546;1703;12843;1273;27;
770632758;Existing Customer;50;F;4;Doctorate;Single;Unknown;Blue;36;2;3;2521;1608;913;1328;33;
779078733;Existing Customer;55;M;2;Doctorate;Married;$60K - $80K;Blue;36;3;4;16427;1682;14745;1579;36;
771742533;Existing Customer;48;M;2;Graduate;Unknown;$40K - $60K;Blue;36;5;1;13068;1718;11350;937;28;
720250158;Existing Customer;45;M;2;College;Single;$60K - $80K;Blue;33;6;3;23218;1814;21404;1749;37;
716458983;Existing Customer;60;M;0;High School;Married;$40K - $60K;Blue;36;5;1;3281;837;2444;1424;29;
713747733;Existing Customer;55;M;2;High School;Married;$40K - $60K;Blue;47;5;3;3096;2217;879;2011;41;
712270158;Existing Customer;62;F;0;High School;Married;$40K - $60K;Blue;52;5;2;2052;1250;802;1208;31;
789562383;Existing Customer;38;F;1;High School;Unknown;Less than $40K;Blue;30;2;3;1438.3;583;855.3;1259;24;
754897008;Existing Customer;46;M;3;High School;Single;$40K - $60K;Blue;39;2;3;9432;1418;8014;1319;26;
819700533;Existing Customer;50;M;0;High School;Single;$120K +;Silver;45;5;2;14938;2303;12635;949;27;
712890408;Existing Customer;45;M;2;Uneducated;Married;$60K - $80K;Blue;36;5;3;2221;1343;878;1338;30;
720248208;Existing Customer;47;M;3;Post-Graduate;Divorced;$60K - $80K;Blue;37;6;3;5731;1577;4154;1554;26;
779749908;Existing Customer;48;M;4;College;Married;$60K - $80K;Gold;33;2;2;34516;2061;32455;1350;32;
717401883;Existing Customer;35;M;3;Uneducated;Married;$60K - $80K;Blue;22;5;2;6985;1130;5855;1694;44;
721509558;Existing Customer;51;M;2;Graduate;Married;$120K +;Blue;42;3;3;24221;1707;22514;1678;40;
710572458;Existing Customer;36;F;3;High School;Married;Unknown;Blue;24;4;1;15439;0;15439;2069;43;
714576183;Existing Customer;47;M;4;Graduate;Single;$80K - $120K;Blue;36;6;3;21637;2030;19607;1222;23;
721425558;Existing Customer;52;M;2;Graduate;Single;$120K +;Blue;37;2;3;14543;0;14543;1536;37;
711109908;Existing Customer;43;F;4;Uneducated;Married;Less than $40K;Blue;36;2;1;9684;2475;7209;1400;31;
715203108;Existing Customer;63;M;2;High School;Married;$40K - $60K;Blue;36;2;2;5007;930;4077;1050;28;
710027508;Existing Customer;61;M;0;Graduate;Married;$60K - $80K;Blue;54;3;2;1616;1047;569;1389;33;
787464408;Existing Customer;53;M;2;Uneducated;Single;$60K - $80K;Blue;40;5;2;19116;0;19116;1184;29;
783542133;Existing Customer;53;F;3;Graduate;Married;Less than $40K;Blue;47;5;6;2759;2223;536;2093;42;
708330858;Attrited Customer;57;M;3;Graduate;Married;$120K +;Blue;38;2;3;8249;1381;6868;678;11;
714426783;Existing Customer;38;F;2;Graduate;Single;Unknown;Blue;31;2;3;14041;2154;11887;1467;29;
712701333;Existing Customer;53;M;3;High School;Married;$60K - $80K;Blue;43;5;3;5264;2169;3095;1219;27;
709494483;Existing Customer;63;F;0;Unknown;Married;Less than $40K;Blue;54;4;2;2420;1912;508;1730;36;
773373108;Existing Customer;49;F;4;High School;Married;Less than $40K;Blue;43;4;2;2826;2070;756;1025;28;
715812258;Existing Customer;45;M;2;High School;Married;$80K - $120K;Blue;34;5;5;12518;1539;10979;1165;33;
778286433;Existing Customer;67;M;0;Graduate;Married;$40K - $60K;Blue;56;4;2;5876;1297;4579;2133;55;
789270033;Existing Customer;48;M;3;Graduate;Single;$80K - $120K;Silver;37;3;2;34516;0;34516;1122;13;
711569433;Existing Customer;51;F;2;Uneducated;Divorced;Less than $40K;Blue;38;4;1;9648;1926;7722;1083;22;
720214833;Existing Customer;52;M;2;High School;Single;$80K - $120K;Silver;40;3;3;34516;2177;32339;1234;23;
709346133;Existing Customer;55;F;2;Uneducated;Married;Unknown;Blue;35;3;3;3025;2376;649;1277;23;
788194458;Existing Customer;34;M;3;High School;Married;$60K - $80K;Blue;26;4;3;3265;2517;748;1843;35;
720779733;Existing Customer;56;M;1;Uneducated;Married;$120K +;Blue;36;3;2;6041;1355;4686;1747;49;
717424458;Existing Customer;44;F;2;Post-Graduate;Married;Less than $40K;Blue;36;3;3;2293;1823;470;1166;22;
708820308;Existing Customer;47;M;3;Post-Graduate;Unknown;$80K - $120K;Blue;36;6;2;13399;2505;10894;1326;31;
710558058;Existing Customer;46;F;3;Unknown;Married;Less than $40K;Blue;38;4;3;4317;2517;1800;1619;36;
770590758;Existing Customer;43;F;3;Graduate;Single;$40K - $60K;Blue;29;5;2;3378;1069;2309;1285;16;
718490658;Existing Customer;50;F;1;Graduate;Single;Less than $40K;Blue;36;4;1;5012;2242;2770;1142;28;
711985833;Existing Customer;38;F;4;Uneducated;Single;Less than $40K;Blue;30;4;1;2569;1605;964;1190;46;
708967608;Existing Customer;53;F;1;Graduate;Single;Less than $40K;Blue;45;3;1;3471;1785;1686;1052;24;
718505958;Existing Customer;43;M;5;Graduate;Divorced;$120K +;Silver;31;5;3;34516;1699;32817;1628;38;
715024233;Existing Customer;53;M;1;High School;Married;$120K +;Blue;36;6;3;3312;1844;1468;1740;32;
779249583;Existing Customer;56;F;1;Graduate;Married;Less than $40K;Blue;38;4;3;2578;2462;116;1378;29;
709278258;Attrited Customer;54;M;2;Unknown;Married;$40K - $60K;Blue;44;4;3;2902;2517;385;996;26;
778928283;Existing Customer;57;F;3;High School;Married;Less than $40K;Blue;39;3;2;2742;2321;421;1389;32;
712299858;Existing Customer;62;M;1;High School;Married;Less than $40K;Blue;53;5;3;2077;1571;506;1365;38;
799224108;Existing Customer;46;F;4;Graduate;Single;Less than $40K;Blue;40;5;1;6265;1942;4323;1715;43;
809976033;Existing Customer;49;M;2;Uneducated;Married;$60K - $80K;Blue;44;6;3;7819;1560;6259;1582;25;
716203308;Existing Customer;52;M;3;Graduate;Single;$80K - $120K;Blue;42;6;3;2731;1692;1039;1220;22;
714871683;Attrited Customer;58;M;1;Uneducated;Married;$40K - $60K;Blue;36;2;4;1438.3;537;901.3;715;13;
716139933;Existing Customer;54;M;0;High School;Married;$80K - $120K;Blue;36;3;1;16286;1710;14576;2552;49;
716984658;Existing Customer;49;M;1;Graduate;Married;$120K +;Blue;39;3;2;34516;0;34516;1106;31;
713086008;Existing Customer;58;F;3;High School;Married;Less than $40K;Blue;47;6;1;2609;2439;170;1731;34;
713773458;Existing Customer;52;M;2;High School;Single;$60K - $80K;Blue;45;5;3;7567;1173;6394;1435;32;
719242533;Existing Customer;41;M;5;High School;Married;$60K - $80K;Blue;33;5;3;22770;2517;20253;1882;38;
772712658;Existing Customer;62;F;0;Uneducated;Married;Less than $40K;Blue;50;5;1;3791;1648;2143;2058;34;
788868858;Existing Customer;54;M;2;Graduate;Married;Less than $40K;Blue;39;4;4;2702;2517;185;1658;32;
811898133;Existing Customer;40;F;3;High School;Divorced;Less than $40K;Blue;35;3;1;2555;2117;438;1334;32;
788808633;Existing Customer;43;M;3;Graduate;Married;$80K - $120K;Blue;26;5;3;2355;1090;1265;1441;29;
779804208;Existing Customer;53;F;2;Graduate;Single;$40K - $60K;Blue;42;6;2;5332;0;5332;1371;39;
781391058;Existing Customer;55;M;1;Uneducated;Single;$40K - $60K;Blue;49;6;3;1443;1375;68;1991;38;
790134408;Existing Customer;46;M;4;Graduate;Single;$60K - $80K;Blue;39;6;2;10741;755;9986;1278;22;
788853258;Existing Customer;41;M;1;Uneducated;Married;$60K - $80K;Blue;25;3;2;7984;1503;6481;1734;39;
711857733;Existing Customer;49;M;3;Uneducated;Single;$60K - $80K;Blue;32;3;2;18584;2517;16067;1330;34;
822969858;Existing Customer;61;F;0;Graduate;Married;Unknown;Blue;56;4;1;5585;1465;4120;1787;31;
719554758;Existing Customer;46;M;2;Uneducated;Married;$80K - $120K;Blue;38;6;3;34516;2165;32351;1672;32;
711643458;Existing Customer;50;F;1;Uneducated;Married;Less than $40K;Blue;43;6;3;1438.3;0;1438.3;1439;41;
788830683;Existing Customer;40;M;2;Graduate;Single;$80K - $120K;Blue;24;5;1;2478;2031;447;1558;31;
807030858;Existing Customer;51;M;4;High School;Single;$120K +;Blue;46;6;3;34516;2274;32242;1795;47;
793059108;Existing Customer;50;F;2;Graduate;Married;$40K - $60K;Blue;44;6;2;2339;1440;899;893;22;
716568708;Existing Customer;47;F;2;Graduate;Married;Less than $40K;Blue;36;6;3;2726;0;2726;1099;27;
828281733;Existing Customer;43;M;4;Unknown;Married;$120K +;Blue;39;3;3;14881;848;14033;1408;23;
717229158;Existing Customer;36;F;4;Graduate;Married;$40K - $60K;Blue;36;6;3;1628;969;659;1893;15;
715915458;Existing Customer;47;F;2;Graduate;Married;Less than $40K;Blue;34;5;2;3156;1644;1512;1151;31;
819129858;Existing Customer;46;F;2;Graduate;Single;Less than $40K;Blue;41;5;3;4745;1270;3475;1519;31;
713441958;Existing Customer;46;M;2;High School;Married;$120K +;Blue;36;5;3;19727;1785;17942;1245;25;
719091333;Existing Customer;52;M;0;Uneducated;Married;$60K - $80K;Blue;36;3;3;22720;793;21927;1102;27;
708666258;Existing Customer;43;M;4;Unknown;Married;$40K - $60K;Blue;36;5;3;8129;1799;6330;1402;33;
714914583;Existing Customer;40;F;4;Graduate;Single;Less than $40K;Blue;27;6;2;3751;1521;2230;1060;30;
714363858;Existing Customer;54;F;4;High School;Married;Less than $40K;Blue;36;3;5;1594;1411;183;1459;35;
721347408;Existing Customer;55;F;1;High School;Single;Less than $40K;Blue;43;4;2;2569;1403;1166;1456;39;
809608533;Existing Customer;49;F;4;Post-Graduate;Single;Unknown;Blue;44;6;3;18206;1586;16620;1439;48;
772047183;Existing Customer;45;M;4;High School;Married;$40K - $60K;Blue;34;6;3;3104;1766;1338;1353;24;
714217908;Existing Customer;49;M;3;Graduate;Married;$40K - $60K;Blue;41;5;3;2406;1560;846;1173;32;
714819183;Existing Customer;63;M;1;Uneducated;Married;$80K - $120K;Blue;36;5;2;24571;1955;22616;1746;28;
716455683;Existing Customer;40;F;3;High School;Single;Less than $40K;Gold;36;3;2;15534;726;14808;1279;28;
710865633;Existing Customer;41;F;2;Graduate;Married;Less than $40K;Silver;33;4;2;12301;2250;10051;1307;29;
752952108;Existing Customer;37;M;4;Graduate;Married;$80K - $120K;Blue;26;6;2;2846;1818;1028;1473;37;
712595433;Existing Customer;58;M;2;Uneducated;Unknown;$120K +;Blue;49;6;2;9788;1794;7994;1805;37;
714982383;Existing Customer;55;M;2;High School;Married;$60K - $80K;Blue;36;4;3;7231;2381;4850;1421;23;
813814008;Existing Customer;53;F;1;High School;Married;Less than $40K;Blue;48;6;3;2324;1576;748;1272;37;
794545983;Existing Customer;57;M;2;Graduate;Married;$80K - $120K;Blue;40;3;2;12208;1980;10228;1409;34;
708288108;Attrited Customer;43;M;4;Post-Graduate;Unknown;$80K - $120K;Blue;30;2;5;5639;1547;4092;647;15;
715585158;Existing Customer;58;M;1;Graduate;Married;$60K - $80K;Blue;46;3;3;10021;1617;8404;1275;25;
810449883;Existing Customer;64;M;0;Unknown;Married;Less than $40K;Blue;56;6;1;2215;1915;300;1270;27;
789863208;Existing Customer;54;F;2;Graduate;Married;Less than $40K;Blue;44;3;2;2027;1480;547;1702;37;
715022133;Existing Customer;53;M;2;Graduate;Married;$60K - $80K;Blue;47;6;2;6363;1162;5201;1256;26;
712506708;Existing Customer;39;F;3;College;Single;Less than $40K;Blue;25;6;1;3920;2008;1912;3178;53;
715699983;Existing Customer;56;M;3;High School;Married;$60K - $80K;Blue;36;5;1;9226;1233;7993;1626;29;
818942433;Existing Customer;54;F;4;Unknown;Divorced;Less than $40K;Blue;49;6;1;9376;1288;8088;1562;33;
712459233;Existing Customer;59;F;1;Post-Graduate;Married;$40K - $60K;Blue;46;5;3;1944;1346;598;1960;57;
716545383;Existing Customer;42;M;3;Uneducated;Single;$40K - $60K;Blue;36;3;1;9599;1554;8045;1154;38;
721144383;Existing Customer;42;M;4;Graduate;Married;$60K - $80K;Silver;28;5;1;28202;843;27359;1629;38;
821837958;Existing Customer;43;M;3;College;Unknown;$80K - $120K;Blue;39;3;3;24850;1662;23188;1226;25;
804359133;Existing Customer;55;M;0;High School;Married;$120K +;Blue;49;5;3;3805;2233;1572;1743;27;
713308683;Existing Customer;52;M;1;Uneducated;Single;$80K - $120K;Blue;37;5;2;2733;1306;1427;1139;39;
788780958;Existing Customer;46;M;1;Uneducated;Unknown;$40K - $60K;Blue;27;6;3;12781;1253;11528;1073;21;
717354558;Attrited Customer;57;M;2;Uneducated;Married;$120K +;Blue;40;3;3;3106;1120;1986;683;17;
798473808;Existing Customer;48;M;3;College;Married;$80K - $120K;Blue;42;3;3;7477;0;7477;1159;32;
712372158;Existing Customer;45;M;4;Unknown;Married;$120K +;Blue;33;6;1;34516;2086;32430;1859;47;
715192308;Existing Customer;48;M;2;High School;Married;$120K +;Blue;36;6;5;29963;2094;27869;1205;28;
708813033;Existing Customer;47;M;1;Graduate;Single;$40K - $60K;Blue;36;5;3;6509;2033;4476;1409;37;
714639783;Attrited Customer;42;M;3;College;Married;$60K - $80K;Blue;34;3;3;13450;0;13450;1000;18;
709311633;Existing Customer;41;M;2;Graduate;Unknown;$60K - $80K;Silver;36;6;2;27000;0;27000;1209;39;
709470858;Existing Customer;51;M;4;College;Married;$120K +;Silver;31;5;2;34516;1254;33262;1366;25;
717292758;Existing Customer;55;F;2;Graduate;Single;Less than $40K;Blue;47;5;3;6347;0;6347;1161;44;
779241783;Existing Customer;67;M;1;Uneducated;Married;$40K - $60K;Blue;49;4;3;3106;1675;1431;1512;38;
715205358;Existing Customer;39;M;1;Graduate;Married;$60K - $80K;Blue;31;4;1;2536;913;1623;1750;35;
778871508;Existing Customer;54;M;3;Post-Graduate;Single;$60K - $80K;Blue;35;6;3;13048;1954;11094;1170;24;
779462433;Existing Customer;55;F;2;Unknown;Married;Less than $40K;Blue;37;3;3;2453;968;1485;2218;50;
710147958;Existing Customer;47;M;3;High School;Married;$40K - $60K;Silver;36;3;2;16138;1249;14889;1198;33;
709864833;Existing Customer;49;M;2;Post-Graduate;Married;$60K - $80K;Blue;38;3;2;8077;1965;6112;1329;26;
778868958;Attrited Customer;42;F;2;Graduate;Married;Less than $40K;Blue;23;3;3;1929;1673;256;857;36;
717276708;Existing Customer;57;M;2;Unknown;Single;$80K - $120K;Blue;36;3;3;3127;2517;610;1470;30;
710004933;Existing Customer;44;M;5;Uneducated;Married;$60K - $80K;Blue;36;3;3;8645;1454;7191;1435;25;
753606108;Existing Customer;56;M;3;Unknown;Single;$60K - $80K;Blue;49;3;1;1438.3;0;1438.3;1093;22;
710940183;Attrited Customer;49;F;3;Graduate;Married;Less than $40K;Blue;38;6;3;2185;0;2185;715;20;
718927533;Existing Customer;45;M;3;Graduate;Single;$80K - $120K;Blue;32;5;2;24487;2517;21970;1512;42;
719337408;Existing Customer;63;M;0;High School;Married;$60K - $80K;Blue;36;6;2;2567;0;2567;2399;43;
772308408;Existing Customer;44;M;3;Graduate;Single;$80K - $120K;Blue;33;6;3;4131;785;3346;906;22;
712981383;Existing Customer;44;F;4;College;Married;Less than $40K;Silver;37;3;2;10790;1930;8860;1052;16;
790099758;Existing Customer;40;M;3;High School;Married;$40K - $60K;Blue;33;4;3;6884;1001;5883;975;11;
709547658;Attrited Customer;39;M;2;Uneducated;Single;$60K - $80K;Blue;36;5;3;13961;1299;12662;783;20;
778770783;Existing Customer;42;M;4;High School;Married;$80K - $120K;Blue;30;6;1;29801;1916;27885;990;21;
713134458;Existing Customer;54;M;3;High School;Married;$120K +;Blue;43;4;1;13219;0;13219;1097;24;
712159083;Attrited Customer;58;F;4;Unknown;Married;Less than $40K;Blue;46;2;3;2536;0;2536;901;35;
713639958;Existing Customer;46;F;4;Graduate;Divorced;Less than $40K;Blue;36;5;3;9478;820;8658;1327;41;
771180033;Existing Customer;47;F;4;Unknown;Divorced;$40K - $60K;Blue;34;6;1;3502;1851;1651;1814;31;
717916758;Existing Customer;67;F;0;Unknown;Married;Unknown;Blue;56;4;3;10509;2388;8121;1365;34;
711089733;Existing Customer;50;F;2;College;Divorced;Less than $40K;Blue;36;3;3;1491;0;1491;1058;34;
716988633;Existing Customer;55;M;0;High School;Divorced;$60K - $80K;Blue;46;6;1;9734;0;9734;1476;38;
779031033;Existing Customer;46;F;2;Graduate;Married;$40K - $60K;Blue;22;6;1;2305;1627;678;1230;36;
716302383;Existing Customer;47;F;4;Uneducated;Married;$40K - $60K;Blue;36;3;1;14241;2081;12160;1581;44;
718281408;Existing Customer;36;F;2;Unknown;Married;$40K - $60K;Blue;25;3;1;4789;1257;3532;1534;29;
721333233;Existing Customer;40;M;4;Doctorate;Divorced;$60K - $80K;Blue;34;4;2;23138;1727;21411;1612;39;
794496033;Existing Customer;57;M;2;Unknown;Single;$80K - $120K;Blue;38;6;1;23008;2280;20728;1302;36;
710519433;Existing Customer;48;M;1;Unknown;Divorced;$80K - $120K;Blue;36;3;1;3131;2517;614;1439;40;
814995933;Existing Customer;58;F;3;Graduate;Married;Less than $40K;Blue;53;5;3;5798;1794;4004;1724;45;
721469433;Existing Customer;48;M;3;Graduate;Single;$40K - $60K;Blue;36;5;2;6880;1390;5490;1784;35;
788386908;Existing Customer;48;M;3;Graduate;Unknown;$80K - $120K;Platinum;41;3;2;34516;1531;32985;1156;29;
